154401814,62603327
178344419,712919726
15748805,33999861
19321222,10972962
22874341,16709688
316238359,337063698
83743999,20759034
96648541,561218786
212342502,2198632928
239825696,22250031
18630026,415549163
2203454424,21213633
16422941,134241206
23345515,23071151
59471521,41438469
129503723,513186134
42567911,27289969
68595504,83209309
457031549,989538246
129168100,527129123
37421900,138023517
2267183606,31134147
134324846,25938211
228051402,2609615562
29244904,3297269165
475396366,245510983
1077450414,128557944
56015195,
19382184,140696716
199961443,256218654
90604399,7388692
17414442,18598615
82890015,125250603
115501021,133121874
37479597,19090960
592365132,228406974
529894614,1678060226
388819764,20521480
129095443,59232086
219783985,137253719
57607081,25502162
111859873,478223749
96656014,3008627395
2745080593,14689491
258671023,1601714904
16980594,253202486
242345694,108080909
480706218,214383565
1191741061,2692063010
139724442,2572678406
577820783,1009861886
75398467,587523805
24188985,3044353335
701942381,2883789146
227441695,9991032
20621109,103614264
260296877,77982218
259835567,86312197
187582997,242970766
308874897,230862124
132531992,56944118
383409339,2182048486
66991057,23215589
550724468,842373468
165056874,18928690
219237189,118988468
1596579878,324153081
2753109252,2378462474
39019070,401911629
190511020,3115748184
28087305,8979432
331124912,
2256694104,33203951
20089305,131837355
300160713,497998934
162832997,464865128
3044967763,245038647
1154965129,2231063949
15827862,2316381889
37185647,38366306
836732586,25670817
717383479,1138521216
137668557,385769926
467495079,633095538
144432548,95458088
201099911,612689962
223673501,16328473
1630676598,375303697
171294223,163998440
2901891261,50944040
2292229214,911759960
406618449,481247796
1118707603,1319749536
94849381,24283454
126345892,25554464
89026560,50837462
339852932,41020059
3039426330,1627007216
35256697,255941724
943875841,110982216
35627068,21394730
256478604,346971093
269050973,85598726
24501284,633083932
330470546,1329392882
23793185,74280702
107976565,922987122
116704815,178469977
254533104,3183033260
191854876,1457636226
371101718,44122490
954846283,1729599540
2185289596,375759705
54298419,185954790
107341917,72354567
50938960,18476011
401247210,2878595110
14546025,2945344462
286794912,78821234
2816668178,3016663147
58190126,134335103
74587661,163192314
73966538,84684982
30186240,291559088
105166669,91382588
315285995,286847608
1243477243,365022805
187060952,3194506202
29423614,106541379
448089112,51499096
183021272,14551670
2774443197,121790246
29145266,64691085
173461784,39471924
76977474,240389640
81218034,16924882
25804011,16006156
376093331,356418730
1276632181,143579325
48357621,118375085
15616459,29199845
304311801,16058484
290849541,178842801
55895379,93474407
86219217,1297221686
802287462,2544434086
298243033,238735152
405826553,16657651
34445272,16729471
414747442,207477781
200641857,232817853
29409170,11836072
42469754,27859958
187230052,11579862
166083353,28137003
382968772,2797516274
13533282,2997035789
21049859,133291454
323185445,102555463
215270979,44111237
540973963,5239271
377929999,451900545
145236123,75957028
151901752,77018739
153363768,522640764
34875522,114757762
91008335,31588258
29950712,1903431162
37779861,
301922895,1352349006
255116221,225706986
27783903,17608721
241893388,
134513525,176540776
22001148,257632393
84111897,33717625
267617342,2548257318
196893770,289149971
115932525,59707655
1060677517,279083945
39021820,142606336
882039594,151266382
101963261,26668347
2899617874,1730621
102024380,242761788
40884611,16847703
100516575,999804098
1958725052,560091421
294565895,105118422
156229391,1165184616
43244891,57712793
39036399,20578177
101976453,2181585072
280869247,2944656278
852811470,31104282
371208426,463893773
218184658,211068302
14050890,5790592
110823047,298801892
2992126676,877761090
237186817,324580256
50990404,49452560
831892758,24822330
474414967,2670693648
36308336,226674351
27719608,
151859334,297535298
769918789,788015198
332795716,150339094
56389066,299511757
135670617,359594593
574468898,108302289
883842398,259904351
554558159,2188712684
587662716,21434794
30620583,39293213
3032906997,2909746792
20942057,58519982
39310620,251793635
14449918,609741448
541983618,282325937
273163401,500341627
538764469,49220690
285878702,448063353
99377584,341174042
273483717,206098087
67072369,1280528064
185615427,50426077
976084302,28792696
128270045,31473641
2749557316,66894069
28693541,447567294
87810872,473274638
326082308,55642191
2981942418,1116121982
102490243,89882612
206948405,249873951
380279666,136242112
63933406,62816007
120605637,17087240
114658932,98767188
2385638904,101532083
264949111,191736149
30934601,143195113
83930352,768446100
66379894,74558431
854554831,2361438218
306969586,77210904
16116949,15863312
62087031,69095442
31435648,1951210748
396258755,69595838
39125376,308501971
118044316,68344233
97055365,93974236
3194832319,3297565526
1589571211,1264105968
2152541034,510710608
205940433,14292203
252945590,3385438030
607264901,493537362
140870954,229532534
1458904998,909220920
843760634,388661080
94926312,159174454
180943904,298242110
146823331,55739638
42207977,72564275
553035073,2786805609
35714215,49420262
